_RAJ2000|_DEJ2000|Name|Morph|LAS|RAJ2000|DEJ2000|z|BA|CBA|EBA|Asym
deg|deg| | |arcmin|deg|deg| |deg|deg|deg|
-----------|-----------|----------------|-|------|---------|---------|-------|-----|-----|-----|-----
235.7647200|+05.5247100|J154303.5+053128|2| 0.504|235.76472|+05.52471| 0.3557|  1.5|  1.1| -7.2| 2.08
235.7772800|+07.2734800|J154306.5+071624|2| 0.706|235.77728|+07.27348| 0.7354|  2.5|  2.3| -6.9| 0.99
235.7878900|+35.4932400|J154309.1+352936|2| 0.185|235.78789|+35.49324| 0.3468| 45.4| 20.8| 19.5| 0.76
235.8173200|+33.1136600|J154316.1+330649|2| 0.379|235.81732|+33.11366| 0.6354| 17.7| 10.5|  7.6| 0.99
235.8276300|+19.9167300|J154318.6+195500|2| 0.612|235.82763|+19.91673| 0.5669| 10.1|  8.2|  3.7| 0.97
235.8328600|+33.5109900|J154319.9+333039|2| 0.335|235.83286|+33.51099| 0.5498| 35.2| 19.8| 18.4| 0.60
235.8691000|+22.8757400|J154328.6+225232|2| 0.570|235.86910|+22.87574| 0.2200| 12.4|  9.5|  6.1| 1.13
235.9114000|+40.5462300|J154338.7+403246|2| 0.375|235.91140|+40.54623| 0.7001|127.4| 75.5| 75.1| 0.04
235.9843300|+56.1378800|J154356.3+560816|3| 0.554|235.98433|+56.13788| 0.6398| 12.5|  9.4|  5.9| 1.07
236.0395500|+03.8359800|J154409.5+035006|2| 0.653|236.03955|+03.83598| 0.5592| 36.1| 31.0| 30.1| 1.06
236.0557900|+30.7336500|J154413.3+304400|2| 0.586|236.05579|+30.73365| 0.5992|  2.8|  2.2| -7.0| 0.96
236.0657700|+14.0769200|J154415.7+140436|2| 0.211|236.06577|+14.07692| 0.4348| 13.3|  6.3| -3.7| 1.20
236.1020800|+19.7067900|J154424.5+194224|2| 0.427|236.10208|+19.70679| 0.3327|  6.7|  4.3| -5.9| 0.67
236.1089200|+19.2819300|J154426.1+191654|2| 0.516|236.10892|+19.28193| 0.4550| 13.1|  9.4|  5.8| 0.85
236.1864800|+30.0433300|J154444.7+300238|2| 0.423|236.18648|+30.04333| 0.5759| 88.5| 55.8| 55.3| 3.14
236.3484900|+17.3283300|J154523.6+171941|2| 0.399|236.34849|+17.32833| 0.5234| 73.1| 44.7| 44.1| 1.18
236.3548900|+49.7078900|J154525.1+494228|2| 0.526|236.35489|+49.70789| 0.3731|  9.0|  6.5| -3.3| 0.96
236.3581200|+14.0720000|J154525.9+140419|2| 0.386|236.35812|+14.07200| 0.5958|  9.0|  5.4| -4.9| 0.95
236.3608000|+20.2163400|J154526.5+201258|2| 0.234|236.36080|+20.21634| 0.4428| 43.0| 21.1| 19.8| 1.11
236.5730800|+29.9769400|J154617.5+295836|2| 0.742|236.57308|+29.97694| 0.5437| 20.6| 19.9| 18.4| 0.88
236.5911200|+02.6759700|J154621.8+024033|2| 0.640|236.59112|+02.67597| 0.6627| 39.2| 33.1| 32.3| 0.96
236.6196100|+20.0651400|J154628.7+200355|2| 0.791|236.61961|+20.06514| 0.2247| 33.5| 34.6| 33.9| 0.96
236.6361800|+54.5140900|J154632.6+543052|2| 0.403|236.63618|+54.51409| 0.3734| 19.0| 11.7|  9.1| 1.08
236.6493600|+14.4198800|J154635.8+142511|2| 0.365|236.64936|+14.41988| 0.6305| 15.2|  8.9|  5.0| 1.11
236.7829500|+27.5225000|J154707.7+273119|2| 0.501|236.78295|+27.52250| 0.1600| 38.6| 27.0| 26.0| 1.79
236.8247400|+40.2734500|J154717.9+401624|2| 0.835|236.82474|+40.27345| 0.5375| 12.3| 13.5| 11.3| 1.00
237.1117300|+58.2198300|J154826.3+581313|2| 0.830|237.11173|+58.21983| 0.2851|  0.0|  0.0| -7.3| 1.02
237.1318300|+11.3635700|J154831.6+112148|2| 0.430|237.13183|+11.36357| 0.2257|  8.1|  5.1| -5.2| 0.86
237.1770700|+57.3021100|J154842.5+571807|2| 0.480|237.17707|+57.30211| 0.3397| 22.9| 15.6| 13.8| 2.39
237.2297000|+11.6412200|J154855.1+113828|2| 0.385|237.22970|+11.64122| 0.6496| 11.7|  7.0| -2.1| 1.28
237.3050400|+43.6048600|J154913.2+433617|2| 0.337|237.30504|+43.60486| 0.7343|  4.2|  2.3| -6.9| 0.74
237.4113100|+25.7645900|J154938.7+254552|2| 0.466|237.41131|+25.76459| 0.2326|  1.7|  1.1| -7.2| 0.90
237.5770700|+10.4352800|J155018.5+102607|2| 0.487|237.57707|+10.43528| 0.4013|  7.3|  5.0| -5.3| 1.04
237.5959800|+02.8579600|J155023.0+025128|2| 0.363|237.59598|+02.85796| 0.2388| 46.5| 27.1| 26.1| 1.46
237.6058800|+35.1318200|J155025.4+350754|2| 0.558|237.60588|+35.13182| 0.3427| 14.6| 11.1|  8.3| 1.04
237.6849600|+13.7512300|J155044.3+134504|2| 0.511|237.68496|+13.75123| 0.5949|  6.6|  4.7| -5.6| 1.09
237.7062600|+33.3396100|J155049.4+332022|2| 1.014|237.70626|+33.33961| 0.5444|  1.4|  2.0| -7.0| 1.25
237.8110200|+03.7120600|J155114.6+034243|2| 0.529|237.81102|+03.71206| 0.4619| 22.7| 16.5| 14.8| 1.29
237.8166000|+15.2910800|J155115.9+151727|3| 0.845|237.81660|+15.29108| 0.6432|  5.8|  6.4| -3.5| 1.15
237.8638000|+48.1807900|J155127.2+481050|2| 0.552|237.86380|+48.18079| 0.7035|  6.6|  5.0| -5.4| 1.31
237.8905500|+41.1815600|J155133.5+411053|2| 0.291|237.89055|+41.18156| 0.5566| 13.5|  7.1| -1.6| 1.52
237.9448000|+06.5253900|J155146.7+063131|2| 0.475|237.94480|+06.52539| 0.4679|  0.0|  0.0| -7.3| 0.86
237.9702400|+05.5332100|J155152.8+053159|2| 0.634|237.97024|+05.53321| 0.2504| 23.1| 19.3| 17.8| 0.52
237.9943600|+10.9177000|J155158.6+105503|2| 0.509|237.99436|+10.91770| 0.6073| 24.5| 17.4| 15.7| 1.13
238.0205900|+20.4566100|J155204.9+202723|2| 0.342|238.02059|+20.45661| 0.5207|  0.3|  0.2| -7.3| 2.07
238.0298800|+37.2647000|J155207.1+371553|2| 0.719|238.02988|+37.26470| 0.5884| 15.0| 14.0| 12.0| 1.00
238.0598300|+40.6960200|J155214.3+404145|2| 0.805|238.05983|+40.69602| 0.4837|  0.1|  0.1| -7.3| 0.76
238.1951600|+09.4090500|J155246.8+092432|3| 0.408|238.19516|+09.40905| 0.3848| 29.3| 18.1| 16.6| 0.89
238.2134900|+09.9056800|J155251.2+095420|3| 0.820|238.21349|+09.90568| 0.6512|  7.2|  7.7|  2.3| 0.98
238.2897100|+31.9931000|J155309.5+315935|2| 0.898|238.28971|+31.99310| 0.5870| 11.3| 13.5| 11.3| 0.56
238.3845500|+27.8650900|J155332.2+275154|2| 0.564|238.38455|+27.86509| 0.5317| 20.4| 15.6| 13.8| 0.72
238.4327500|+27.8870100|J155343.8+275313|2| 0.658|238.43275|+27.88701| 0.7254|  1.4|  1.2| -7.2| 0.99
238.4346700|+04.7094800|J155344.3+044234|3| 0.870|238.43467|+04.70948| 0.4721|  7.4|  8.5|  4.2| 0.94
238.4397100|+15.5037700|J155345.5+153013|3| 0.917|238.43971|+15.50377| 0.1309| 83.8|102.4|101.3| 1.01
238.4574600|+29.9574000|J155349.7+295726|3| 0.702|238.45746|+29.95740| 0.5896| 24.6| 22.6| 21.4| 0.95
238.4908800|+40.0436100|J155357.8+400236|2| 0.432|238.49088|+40.04361| 0.3582| 16.3| 10.4|  7.4| 0.72
238.6009200|+33.7578800|J155424.2+334528|2| 0.450|238.60092|+33.75788| 0.5218| 24.2| 15.8| 14.0| 0.67
238.6441900|+28.2225100|J155434.6+281321|2| 0.555|238.64419|+28.22251| 0.4487| 14.1| 10.6|  7.7| 1.76
238.6721100|+09.0914900|J155441.3+090529|2| 0.584|238.67211|+09.09149| 0.6842|  5.5|  4.3| -5.9| 0.93
238.7010400|+51.6457600|J155448.3+513842|2| 0.453|238.70104|+51.64576| 0.5242| 49.3| 32.4| 31.5| 1.17
238.7263400|+14.9949800|J155454.3+145942|2| 0.733|238.72634|+14.99498| 0.1333|  1.2|  1.2| -7.2| 1.23
238.7270400|+21.5773600|J155454.5+213438|2| 0.447|238.72704|+21.57736| 0.2473| 31.8| 20.8| 19.4| 0.52
238.8145300|+60.8140300|J155515.3+604850|2| 0.339|238.81453|+60.81403| 0.4752|  1.3|  0.7| -7.2| 0.88
238.8280400|+04.7741600|J155518.7+044626|3| 0.510|238.82804|+04.77416| 0.5400| 42.0| 29.8| 28.9| 0.82
238.8448300|+41.1229000|J155522.6+410721|2| 0.688|238.84483|+41.12290| 0.4298| 40.6| 36.5| 35.8| 0.28
239.0675300|+60.8887900|J155616.2+605320|2| 0.814|239.06753|+60.88879| 0.3920|  1.5|  1.6| -7.1| 0.85
239.0824000|+51.3135600|J155619.7+511848|2| 0.663|239.08240|+51.31356| 0.4502|  3.2|  2.8| -6.7| 1.07
239.1459500|+48.7435400|J155635.1+484437|2| 0.210|239.14595|+48.74354| 0.2265| 28.7| 13.6| 11.6| 0.83
239.1855000|+22.5196300|J155644.5+223110|2| 0.315|239.18550|+22.51963| 0.4030| 20.4| 11.2|  8.5| 0.91
239.2192300|+07.9250400|J155652.7+075530|2| 0.546|239.21923|+07.92504| 0.6477|  2.9|  2.1| -7.0| 1.08
239.3441800|+17.5969000|J155722.6+173548|2| 0.573|239.34418|+17.59690| 0.3114| 19.3| 14.9| 12.9| 0.86
239.3504400|+17.8236000|J155724.0+174924|2| 0.396|239.35044|+17.82360| 0.5563| 10.6|  6.5| -3.4| 1.15
239.4081800|+57.5376000|J155737.9+573214|2| 0.333|239.40818|+57.53760| 0.6437|  8.0|  4.5| -5.8| 1.50
239.4593600|+53.7261300|J155750.2+534334|3| 1.067|239.45936|+53.72613| 0.3121|  6.2|  9.2|  5.5| 1.06
239.5761900|+25.1875400|J155818.2+251115|2| 0.844|239.57619|+25.18754| 0.6914| 10.8| 11.9|  9.4| 0.88
239.6183600|+08.2986900|J155828.3+081755|2| 0.648|239.61836|+08.29869| 0.5920|  4.7|  4.0| -6.1| 1.33
239.6585800|+42.6855200|J155838.0+424107|2| 0.501|239.65858|+42.68552| 0.5632|  8.2|  5.7| -4.5| 1.48
239.6889400|+60.7014900|J155845.3+604205|2| 0.510|239.68894|+60.70149| 0.4135| 13.0|  9.2|  5.6| 0.91
239.6943500|+03.6004300|J155846.6+033601|2| 0.367|239.69435|+03.60043| 0.3821| 15.4|  9.0|  5.4| 1.32
239.7005600|+30.6472000|J155848.2+303849|3| 0.622|239.70056|+30.64720| 0.2834| 75.0| 61.8| 61.2| 1.03
239.7127900|+54.2678100|J155851.0+541603|2| 0.460|239.71279|+54.26781| 0.4984| 11.6|  7.7|  2.4| 0.94
239.7640000|+13.7399400|J155903.3+134423|2| 0.566|239.76400|+13.73994| 0.4962|  9.7|  7.4|  1.0| 1.38
239.7673400|+18.6066700|J155904.1+183623|3| 0.956|239.76734|+18.60667| 0.6810|  5.4|  6.9| -2.5| 1.27
239.8166600|+48.7875200|J155915.9+484714|2| 0.410|239.81666|+48.78752| 0.4471| 46.3| 28.8| 27.8| 0.92
239.8800000|+40.3805100|J155931.3+402250|2| 0.575|239.88000|+40.38051| 0.1262|  0.3|  0.2| -7.3| 0.91
239.9003600|+35.8945900|J155936.0+355340|2| 0.491|239.90036|+35.89459| 0.3934|  6.8|  4.7| -5.6| 0.97
239.9331500|+21.1137100|J155943.9+210649|2| 0.723|239.93315|+21.11371| 0.3749| 17.0| 16.0| 14.2| 1.15
239.9838700|+29.7654700|J155956.1+294555|2| 0.738|239.98387|+29.76547| 0.4782| 13.7| 13.1| 10.9| 0.91
240.0094100|+51.1341800|J160002.2+510804|2| 0.429|240.00941|+51.13418| 0.6010|  4.6|  2.9| -6.7| 1.22
240.0258300|+07.1345300|J160006.1+070804|2| 0.507|240.02583|+07.13453| 0.4514|  3.7|  2.6| -6.8| 0.84
240.1029600|+33.3622200|J160024.7+332143|2| 0.724|240.10296|+33.36222| 0.6107|  2.8|  2.6| -6.8| 1.34
240.1052300|+04.7738500|J160025.4+044626|2| 0.721|240.10523|+04.77385| 0.6999| 14.2| 13.4| 11.2| 0.96
240.1314700|+24.7845200|J160031.5+244704|3| 0.545|240.13147|+24.78452| 0.4242|  5.7|  4.2| -5.9| 1.22
240.1462800|+13.1872100|J160035.1+131113|2| 0.603|240.14628|+13.18721| 0.1404|  6.2|  5.0| -5.3| 1.11
240.1652300|+09.9827300|J160039.6+095857|3| 0.565|240.16523|+09.98273| 0.2004|134.2|102.5|101.9| 0.83
240.1978500|+29.4909100|J160047.4+292927|2| 0.690|240.19785|+29.49091| 0.5923|  5.1|  4.6| -5.7| 0.98
240.1980400|+38.2227900|J160047.5+381322|2| 0.408|240.19804|+38.22279| 0.7528|  4.3|  2.7| -6.8| 0.90
240.2444700|+10.6506400|J160058.5+103900|2| 0.380|240.24447|+10.65064| 0.4781| 44.0| 26.2| 25.2| 0.68
240.2501000|+18.8711300|J160100.1+185215|2| 0.359|240.25010|+18.87113| 0.7047| 15.6|  9.0|  5.3| 0.93
240.3176800|+18.3090900|J160116.2+181832|2| 0.282|240.31768|+18.30909| 0.5669| 19.0| 10.0|  6.8| 0.76
240.3530400|+34.6087400|J160124.7+343631|2| 0.649|240.35304|+34.60874| 0.3286|  4.3|  3.7| -6.3| 0.87
240.3750800|+21.1784100|J160130.0+211042|2| 0.614|240.37508|+21.17841| 0.2597|147.7|120.4|120.2|10.48
240.4598800|+30.8573800|J160150.3+305125|2| 0.457|240.45988|+30.85738| 0.0315|  7.9|  5.2| -5.1| 0.91
240.5545100|+35.9303200|J160213.0+355549|2| 0.781|240.55451|+35.93032| 0.7002|  0.8|  0.8| -7.3| 0.95
240.6011400|+37.0161300|J160224.2+370058|2| 0.488|240.60114|+37.01613| 0.5526| 30.8| 21.2| 19.9| 0.81
240.6267900|+23.4884000|J160230.4+232918|2| 0.540|240.62679|+23.48840| 0.7959|  0.7|  0.5| -7.3| 1.28
240.6376100|+23.1858600|J160233.0+231109|2| 0.392|240.63761|+23.18586| 0.6334| 15.8|  9.6|  6.2| 1.33
240.7026700|+43.5935200|J160248.6+433536|2| 0.389|240.70267|+43.59352| 0.4178| 21.5| 13.0| 10.7| 0.69
240.7350600|+60.2087500|J160256.4+601232|2| 0.535|240.73506|+60.20875| 0.6027| 12.2|  8.9|  5.1| 1.88
240.8246200|+09.0105500|J160317.9+090037|3| 0.674|240.82462|+09.01055| 0.4880|  0.9|  0.8| -7.3| 0.72
240.8291000|+03.2790500|J160318.9+031644|2| 0.649|240.82910|+03.27905| 0.2222| 41.3| 35.3| 34.4| 0.87
240.9997100|+50.7375200|J160359.9+504415|2| 0.793|240.99971|+50.73752| 0.5953| 12.9| 13.4| 11.2| 1.13
241.0454300|+30.1072300|J160410.8+300625|2| 0.481|241.04543|+30.10723| 0.1736|  9.8|  6.7| -2.8| 1.00
241.0494300|+24.6828300|J160411.8+244058|2| 0.393|241.04943|+24.68283| 0.5789|  4.8|  2.9| -6.7| 1.17
241.0699100|+42.8840500|J160416.7+425302|2| 0.329|241.06991|+42.88405| 0.6463|  6.9|  3.8| -6.2| 0.69
241.1078000|+18.0541000|J160425.8+180314|2| 0.626|241.10780|+18.05410| 0.6504| 11.3|  9.4|  5.9| 1.25
241.1764000|+14.6137000|J160442.3+143649|2| 0.309|241.17640|+14.61370| 0.4731| 18.2|  9.9|  6.6| 0.79
241.2230900|+38.1238900|J160453.6+380726|2| 0.488|241.22309|+38.12389| 0.5811|  6.0|  4.1| -6.0| 1.01
241.2697900|+32.0188200|J160504.6+320107|2| 0.835|241.26979|+32.01882| 0.3792| 26.4| 28.9| 27.9| 3.05
241.2870700|+37.3125800|J160508.9+371845|2| 0.510|241.28707|+37.31258| 0.5589|  8.0|  5.7| -4.6| 0.87
241.3077200|+44.9627000|J160513.7+445745|2| 0.454|241.30772|+44.96270| 0.4112| 44.0| 28.9| 28.0| 0.44
241.3395200|+15.0842400|J160521.4+150502|2| 0.424|241.33952|+15.08424| 0.6493|  6.4|  4.0| -6.1| 1.13
241.3476800|+38.5008500|J160523.4+383003|2| 0.738|241.34768|+38.50085| 0.2868|  2.5|  2.4| -6.9| 1.07
241.4178600|+18.2032400|J160540.2+181211|2| 0.833|241.41786|+18.20324| 0.4640|  9.3| 10.1|  7.0| 1.14
241.4724600|+11.7562600|J160553.3+114522|2| 0.368|241.47246|+11.75626| 0.6467|  8.4|  4.9| -5.4| 1.00
241.4996800|+54.9016300|J160559.8+545405|2| 0.603|241.49968|+54.90163| 0.6137|  6.3|  5.0| -5.3| 0.94
241.5499200|+48.9383600|J160611.9+485618|2| 0.550|241.54992|+48.93836| 0.3336| 20.8| 15.5| 13.7| 0.95
241.6618400|+45.2938600|J160638.9+451737|2| 0.920|241.66184|+45.29386| 0.3431| 10.6| 13.1| 10.8| 1.06
241.7837900|+28.0997900|J160708.1+280559|2| 0.192|241.78379|+28.09979| 0.3318| 92.1| 42.7| 42.2| 1.26
241.8459900|+55.5152500|J160723.0+553054|3| 0.874|241.84599|+55.51525| 0.5095|  0.9|  1.0| -7.2| 1.19
241.8498600|+12.8386200|J160723.9+125018|2| 0.262|241.84986|+12.83862| 0.6240| 38.0| 19.4| 17.9| 0.84
241.9572700|+04.5022900|J160749.7+043008|2| 0.463|241.95727|+04.50229| 0.4924|  1.6|  1.1| -7.2| 0.87
241.9646400|+59.3641300|J160751.5+592151|2| 0.610|241.96464|+59.36413| 0.6078|  1.7|  1.4| -7.2| 1.06
241.9852000|+06.9854800|J160756.4+065907|2| 0.566|241.98520|+06.98548| 0.6440| 12.8|  9.8|  6.5| 1.37
241.9993500|+56.1040100|J160759.8+560614|2| 0.562|241.99935|+56.10401| 0.4120|  6.2|  4.7| -5.6| 1.18
242.0011000|+19.8360500|J160800.3+195010|2| 0.433|242.00110|+19.83605| 0.6605| 12.0|  7.7|  2.4| 1.26
242.0346000|+26.5176300|J160808.1+263104|2| 1.004|242.03460|+26.51763| 0.7237|  4.2|  5.7| -4.6| 1.22
242.0727200|+31.8461400|J160817.4+315046|2| 0.642|242.07272|+31.84614| 0.2847|  1.2|  1.0| -7.2| 1.38
242.1188700|+35.0566100|J160828.5+350323|2| 0.534|242.11887|+35.05661| 0.4396| 50.6| 37.1| 36.2| 1.40
242.1539000|+13.2978100|J160836.9+131751|2| 0.624|242.15390|+13.29781| 0.3852| 48.9| 40.3| 39.6| 1.39
242.1755100|+07.5410400|J160842.1+073227|2| 0.676|242.17551|+07.54104| 0.3995|  8.9|  7.9|  2.9| 0.88
242.2388900|+25.0731100|J160857.3+250423|2| 0.396|242.23889|+25.07311| 0.6376| 14.1|  8.6|  4.6| 0.84
242.2801300|+22.6307300|J160907.2+223750|2| 0.581|242.28013|+22.63073| 0.2659|  9.3|  7.3| -0.6| 1.08
242.2893400|+16.4305300|J160909.4+162549|2| 0.853|242.28934|+16.43053| 0.1434|  2.2|  2.5| -6.9| 1.02
242.3503800|+03.7994100|J160924.0+034758|2| 1.368|242.35038|+03.79941| 0.2976|  6.1| 13.5| 11.4| 0.89
242.3923300|+29.9196000|J160934.1+295510|3| 0.931|242.39233|+29.91960| 0.2261|  4.1|  5.1| -5.2| 1.17
242.4775000|+06.0415300|J160954.6+060229|2| 0.592|242.47750|+06.04153| 0.4311| 15.5| 12.2|  9.8| 1.49
242.4983800|+16.6878100|J160959.5+164116|2| 0.399|242.49838|+16.68781| 0.2317|  5.6|  3.4| -6.5| 1.12
242.5158000|+05.0825500|J161003.7+050457|2| 0.561|242.51580|+05.08255| 0.4328| 26.4| 20.1| 18.7| 0.90
242.5262200|+32.9766200|J161006.2+325835|2| 0.852|242.52622|+32.97662| 0.5810| 10.8| 12.1|  9.6| 0.67
242.5803600|+30.5684000|J161019.2+303405|2| 0.398|242.58036|+30.56840| 0.6820| 14.7|  9.0|  5.2| 1.10
242.6029900|+61.4315700|J161024.6+612554|2| 0.561|242.60299|+61.43157| 0.5862|  3.2|  2.4| -6.9| 1.25
242.6143600|+54.2128800|J161027.4+541246|3| 0.577|242.61436|+54.21288| 0.2667|  1.4|  1.1| -7.2| 0.93
242.6156200|+25.6183100|J161027.7+253706|2| 0.534|242.61562|+25.61831| 0.6707|  5.2|  3.8| -6.2| 0.76
242.6563800|+06.0859300|J161037.5+060509|3| 1.065|242.65638|+06.08593| 0.2408|  0.6|  0.9| -7.3| 1.10
242.6909900|+31.8939400|J161045.8+315338|2| 0.701|242.69099|+31.89394| 0.5333|  5.1|  4.7| -5.6| 0.81
242.7985200|+07.2113100|J161111.6+071240|2| 0.597|242.79852|+07.21131| 0.5201|  9.8|  7.8|  2.8| 1.22
242.8074100|+31.0736800|J161113.7+310425|2| 0.500|242.80741|+31.07368| 0.6617| 36.7| 25.7| 24.6| 1.01
242.9176700|+31.0503200|J161140.2+310301|2| 0.678|242.91767|+31.05032| 0.0951| 20.5| 18.2| 16.6| 1.29
242.9391100|+49.2984500|J161145.3+491754|2| 0.696|242.93911|+49.29845| 0.7049|  1.0|  0.9| -7.3| 0.84
242.9942200|+35.3561000|J161158.5+352122|2| 0.761|242.99422|+35.35610| 0.7026|  0.2|  0.2| -7.3| 0.90
242.9982800|+55.9555300|J161159.5+555719|2| 0.416|242.99828|+55.95553| 0.3021|  4.5|  2.8| -6.7| 0.73
243.0175800|+13.6661200|J161204.2+133958|2| 0.397|243.01758|+13.66612| 0.5975| 15.3|  9.3|  5.8| 0.99
243.0211000|+11.9730700|J161205.0+115822|2| 0.495|243.02110|+11.97307| 0.5375| 14.9| 10.3|  7.3| 1.57
243.0642300|+11.8355200|J161215.3+115008|2| 0.344|243.06423|+11.83552| 0.6503| 20.2| 11.5|  8.9| 0.86
243.1474400|+15.2968600|J161235.4+151748|2| 0.495|243.14744|+15.29686| 0.3221|  6.0|  4.2| -5.9| 0.94
243.1691700|+10.0902400|J161240.5+100525|2| 0.538|243.16917|+10.09024| 0.0648| 15.6| 11.5|  8.8| 1.16
243.2050100|+55.0443000|J161249.1+550239|2| 0.392|243.20501|+55.04430| 0.4919|  6.6|  4.0| -6.1| 1.08
243.2929200|+29.4911500|J161310.2+292928|3| 0.609|243.29292|+29.49115| 0.3136|113.6| 91.9| 91.7| 1.91
243.2975100|+12.1816000|J161311.4+121053|2| 0.329|243.29751|+12.18160| 0.6064| 22.2| 12.4| 10.0| 0.93
243.3593300|+12.1789300|J161326.2+121044|2| 0.501|243.35933|+12.17893| 0.2340| 30.9| 21.7| 20.4| 1.05
243.4126000|+35.3006500|J161339.0+351802|2| 0.165|243.41260|+35.30065| 0.6544| 87.1| 39.0| 38.4| 0.84
243.5106300|+54.7361600|J161402.5+544410|2| 0.323|243.51063|+54.73616| 0.3325| 97.0| 53.5| 53.1| 0.96
243.6150900|+30.1753300|J161427.5+301029|2| 0.453|243.61509|+30.17533| 0.4464| 24.9| 16.4| 14.6| 1.18
243.6269000|+35.2512500|J161430.4+351503|2| 0.530|243.62690|+35.25125| 0.5378| 22.7| 16.5| 14.8| 0.50
243.7060600|+17.4872600|J161449.4+172914|2| 1.038|243.70606|+17.48726| 0.1931|  3.6|  5.2| -5.1| 0.56
243.7071400|+32.1818100|J161449.7+321054|3| 1.318|243.70714|+32.18181| 0.2238|  2.0|  4.1| -6.0| 0.93
243.7870600|+34.5735300|J161508.8+343425|2| 0.478|243.78706|+34.57353| 0.6584|  4.5|  3.1| -6.6| 0.94
243.7899300|+53.1705900|J161509.5+531014|3| 1.045|243.78993|+53.17059| 0.1837| 60.5| 87.8| 87.5| 1.32
243.8806700|+27.4492600|J161531.3+272657|2| 0.840|243.88067|+27.44926| 0.0646|  4.4|  4.9| -5.4| 0.90
243.9176600|+21.1131200|J161540.2+210648|2| 0.604|243.91766|+21.11312| 0.1668| 23.5| 18.9| 17.4| 1.59
243.9466000|+14.7708100|J161547.1+144614|2| 0.505|243.94660|+14.77081| 0.6590| 43.4| 30.6| 29.6| 0.91
243.9985700|+53.4086400|J161559.6+532431|3| 1.100|243.99857|+53.40864| 0.5931|  1.0|  1.5| -7.2| 0.82
244.0001300|+45.8276000|J161600.0+454939|2| 0.604|244.00013|+45.82760| 0.4754| 23.6| 19.0| 17.5| 0.81
244.0103900|+17.2671500|J161602.5+171601|2| 0.406|244.01039|+17.26715| 0.6226| 18.9| 11.7|  9.1| 1.34
244.0436800|+09.1153700|J161610.4+090655|2| 1.071|244.04368|+09.11537| 0.1721|  8.3| 12.4|  9.9| 0.72
244.0493900|+13.0598900|J161611.8+130335|2| 0.913|244.04939|+13.05989| 0.5300|  0.8|  1.0| -7.3| 1.38
244.0737500|+28.9611100|J161617.6+285740|2| 0.232|244.07375|+28.96111| 0.6248| 55.5| 27.2| 26.2| 0.86
244.1576200|+42.4488000|J161637.8+422655|3| 1.180|244.15762|+42.44880| 0.1368| 23.7| 41.2| 40.0| 0.66
244.1649600|+38.9028000|J161639.5+385410|2| 0.503|244.16496|+38.90280| 0.3700| 36.7| 25.8| 24.6| 1.22
244.3158000|+21.1248400|J161715.7+210729|2| 0.748|244.31580|+21.12484| 0.5533|  4.7|  4.5| -5.7| 0.78
244.3217300|+20.6491300|J161717.1+203856|2| 0.683|244.32173|+20.64913| 0.5948|  1.0|  0.9| -7.3| 1.02
244.4285700|+14.5982000|J161742.8+143553|3| 1.414|244.42857|+14.59820| 0.6577|  0.7|  1.7| -7.1| 0.72
244.4612300|+51.0556600|J161750.7+510319|2| 0.802|244.46123|+51.05566| 0.6383| 14.8| 15.5| 13.7| 1.03
244.4697100|+14.3381400|J161752.7+142016|2| 0.626|244.46971|+14.33814| 0.3630| 15.1| 12.5| 10.1| 1.05
244.4769600|+26.1022300|J161754.4+260607|2| 0.541|244.47696|+26.10223| 0.5478|  5.7|  4.2| -6.0| 1.23
244.5374600|+19.9047400|J161808.9+195417|2| 0.268|244.53746|+19.90474| 0.6070| 45.8| 23.5| 22.4| 0.68
244.6139500|+20.2285400|J161827.3+201342|2| 0.394|244.61395|+20.22854| 0.5730|  3.9|  2.4| -6.9| 0.91
244.6169200|+50.7497800|J161828.0+504459|2| 0.383|244.61692|+50.74978| 0.6043|  5.1|  3.0| -6.7| 0.69
244.6183500|+63.0106300|J161828.4+630038|2| 0.662|244.61835|+63.01063| 0.5051|  7.6|  6.6| -3.1| 1.19
244.6196800|+26.6785500|J161828.6+264042|2| 0.475|244.61968|+26.67855| 0.3854| 24.8| 16.8| 15.1| 1.19
244.6482700|+23.0936700|J161835.5+230537|3| 0.420|244.64827|+23.09367| 0.6030|  2.9|  1.8| -7.1| 1.08
244.6505300|+27.1282000|J161836.1+270741|3| 0.793|244.65053|+27.12820| 0.1521|  1.2|  1.2| -7.2| 1.04
244.6704400|+04.7059700|J161840.9+044221|2| 0.460|244.67044|+04.70597| 0.3238| 20.9| 13.9| 11.8| 1.09
244.6823400|+27.6710300|J161843.8+274015|2| 0.307|244.68234|+27.67103| 0.5419| 63.2| 34.2| 33.4| 0.98
244.6844700|+50.2930500|J161844.2+501735|2| 0.472|244.68447|+50.29305| 0.2756|  0.7|  0.5| -7.3| 0.88
244.7551300|+39.8562000|J161901.2+395122|2| 0.306|244.75513|+39.85620| 0.5563|  1.4|  0.8| -7.3| 1.15
244.8029200|+26.8126200|J161912.6+264846|2| 0.438|244.80292|+26.81262| 0.4324| 21.6| 13.9| 11.8| 0.92
244.8113400|+35.6815800|J161914.6+354052|2| 0.354|244.81134|+35.68158| 0.6981| 60.2| 34.6| 33.9| 1.31
244.8554900|+20.4305700|J161925.3+202550|3| 0.730|244.85549|+20.43057| 0.2297|  7.3|  7.0| -2.2| 1.15
