FCG|RAJ2000|DEJ2000|Size|RAc|DEc|Group|Com|Tno
 |"h:m:s"|"d:m:s"|arcmin|"h:m:s"|"d:m:s"| | |
----------------|------------|------------|-----|------------|------------|------|------------------------------------------------------------------------------------------------------------------------|--
J160039.0+205851|16 00 39.095|+20 58 51.76| 0.81|            |            |585152|butterfly bifurcation neat                                                                                              | 8
J160344.6+524224|16 03 44.625|+52 42 24.05| 1.29|            |            |588192|sz dd? int                                                                                                              | 8
J160412.9+322103|16 04 12.991|+32 21 03.48| 1.09|            |            |588684|sz? dl? nat?                                                                                                            | 8
J160719.2+062546|16 07 19.299|+06 25 46.10| 1.63|            |            |591790|dd core id ambiguous                                                                                                    | 8
J161510.2+531015|16 15 10.273|+53 10 15.48| 0.53|            |            |599327|sz dl                                                                                                                   | 8
J161848.0+215924|16 18 48.054|+21 59 24.33| 0.95|            |            |602701|sz                                                                                                                      | 8
J162254.7+033322|16 22 54.788|+03 33 22.17| 0.49|            |            |606442|nat? ring? rc? bifurcation int                                                                                          | 8
J162419.2+394648|16 24 19.203|+39 46 48.14| 1.43|            |            |607747|sz?                                                                                                                     | 8
J162516.8+265234|16 25 16.827|+26 52 34.90| 0.65|            |            |608588|cat missed int                                                                                                          | 8
J163502.5+372218|16 35 02.592|+37 22 18.24| 0.83|            |            |617001|core bulge                                                                                                              | 8
J165436.7+224024|16 54 36.779|+22 40 24.17| 1.02|            |            |632214|sz? nat?                                                                                                                | 8
J170500.1+503353|17 05 00.181|+50 33 53.30| 1.70|            |            |639431|sz? fan                                                                                                                 | 8
J171036.5+461107|17 10 36.504|+46 11 07.96| 1.20|            |            |642897|sz? dd                                                                                                                  | 8
J171321.0+450832|17 13 21.096|+45 08 32.35| 0.99|            |            |644460|sz? b?                                                                                                                  | 8
J171539.8+542059|17 15 39.820|+54 20 59.51| 1.18|            |            |645826|sz? butterfly ring ring-lobe                                                                                            | 8
J173044.3+381627|17 30 44.345|+38 16 27.87| 1.01|            |            |652966|                                                                                                                        | 8
J173606.2+524431|17 36 06.231|+52 44 31.50| 0.83|            |            |654559|sz butterfly                                                                                                            | 8
J221312.2-085433|22 13 12.218|-08 54 33.14| 1.19|            |            |663223|sz? distorted                                                                                                           | 8
J224349.5-095406|22 43 49.584|-09 54 06.80| 1.11|            |            |667033|dd?                                                                                                                     | 8
J230327.9-085335|23 03 27.908|-08 53 35.37| 1.21|            |            |669524|sz?                                                                                                                     | 8
J233343.8-103223|23 33 43.838|-10 32 23.09| 0.82|            |            |673162|butterfly distorted irr                                                                                                 | 8
J233623.7+000233|23 36 23.786|+00 02 33.91| 0.49|            |            |673524|                                                                                                                        | 8
J233734.0-090025|23 37 34.046|-09 00 25.05| 0.70|            |            |673669|b rc irr dl?                                                                                                            | 8
J001208.3-105043|00 12 08.373|-10 50 43.35| 1.77|            |            |001497|                                                                                                                        | 9
J001357.0-091953|00 13 57.093|-09 19 53.08| 1.07|            |            |001760|                                                                                                                        | 9
J003247.6-001938|00 32 47.626|-00 19 38.74| 1.16|            |            |004090|bs                                                                                                                      | 9
J004030.9-100132|00 40 30.995|-10 01 32.34| 1.92|            |            |005041|bs                                                                                                                      | 9
J004151.4-092547|00 41 51.461|-09 25 47.99| 0.64|            |            |005236|nat int                                                                                                                 | 9
J005642.5-105153|00 56 42.586|-10 51 53.23| 2.43|            |            |007070|                                                                                                                        | 9
J011828.6+011420|01 18 28.604|+01 14 20.03| 0.69|            |            |009687|mg                                                                                                                      | 9
J012312.5-102514|01 23 12.567|-10 25 14.78| 1.15|            |            |010303|                                                                                                                        | 9
J014249.1-000035|01 42 49.111|-00 00 35.54| 1.06|            |            |012687|                                                                                                                        | 9
J020241.7+001522|02 02 41.783|+00 15 22.91| 1.21|            |            |015352|                                                                                                                        | 9
J025129.9+003921|02 51 29.960|+00 39 21.86| 1.07|            |            |023088|                                                                                                                        | 9
J072906.3+322640|07 29 06.383|+32 26 40.07| 0.81|            |            |039264|                                                                                                                        | 9
J074618.0+452632|07 46 18.006|+45 26 32.93| 1.67|            |            |050782|hymor                                                                                                                   | 9
J075830.3+161731|07 58 30.398|+16 17 31.90| 0.74|            |            |060183|sz?                                                                                                                     | 9
J075912.2+405156|07 59 12.267|+40 51 56.16| 1.22|            |            |060727|                                                                                                                        | 9
J080442.4+580934|08 04 42.446|+58 09 34.95| 1.77|            |            |065190|beautiful                                                                                                               | 9
J083817.9+240449|08 38 17.990|+24 04 49.50| 0.51|            |            |097620|                                                                                                                        | 9
J084823.6+292515|08 48 23.671|+29 25 15.93| 0.57|            |            |108288|                                                                                                                        | 9
J085549.0+420418|08 55 49.037|+42 04 18.80| 2.17|            |            |116159|sz? wat? w wiggle                                                                                                       | 9
J090131.4+121211|09 01 31.459|+12 12 11.76| 0.90|            |            |122399|                                                                                                                        | 9
J090207.2+570732|09 02 07.216|+57 07 32.51| 1.66|            |            |123045|                                                                                                                        | 9
J091059.0+034532|09 10 59.078|+03 45 32.11| 0.55|            |            |132872|sz?                                                                                                                     | 9
J091134.7+125538|09 11 34.797|+12 55 38.16| 0.70|            |            |133530|x? sz?                                                                                                                  | 9
J091220.1+081040|09 12 20.189|+08 10 40.58| 0.72|            |            |134440|                                                                                                                        | 9
J091419.0+100635|09 14 19.023|+10 06 35.59| 0.79|            |            |136584|                                                                                                                        | 9
J092743.6+293232|09 27 43.659|+29 32 32.96| 1.91|            |            |151395|                                                                                                                        | 9
J092841.8-031958|09 28 41.841|-03 19 58.37| 0.65|            |            |152558|                                                                                                                        | 9
J093007.5+593031|09 30 07.572|+59 30 31.33| 0.60|            |            |154109|                                                                                                                        | 9
J094219.2+271033|09 42 19.265|+27 10 33.13| 1.24|            |            |167572|sz? int, varied component silhouettes                                                                                   | 9
J094807.0+575848|09 48 07.021|+57 58 48.61| 1.10|            |            |174040|                                                                                                                        | 9
J094841.6+421829|09 48 41.608|+42 18 29.66| 0.95|            |            |174693|mg nat/wat unu                                                                                                          | 9
J094912.5+204408|09 49 12.504|+20 44 08.08| 0.63|            |            |175296|td? also external aligned source                                                                                        | 9
J095342.2+140355|09 53 42.215|+14 03 55.16| 0.89|            |            |180274|x? puffball lobe, catalog merged lobe                                                                                   | 9
J095907.9+155830|09 59 07.905|+15 58 30.31| 0.46|            |            |186307|                                                                                                                        | 9
J100922.4+360803|10 09 22.413|+36 08 03.78| 1.98|            |            |197768|                                                                                                                        | 9
J102607.2+363957|10 26 07.271|+36 39 57.09| 2.01|            |            |216601|                                                                                                                        | 9
J102823.1+034527|10 28 23.165|+03 45 27.90| 1.56|            |            |219059|dl wat? catalog missed lobes?                                                                                           | 9
J102833.4+430627|10 28 33.472|+43 06 27.02| 0.61|            |            |219242|                                                                                                                        | 9
J103339.7+075550|10 33 39.738|+07 55 50.09| 0.83|            |            |224846|sz? wat?                                                                                                                | 9
J103502.2+425540|10 35 02.268|+42 55 40.48| 1.38|            |            |226323|wat, core at (J2000) 10 35 02.623  +42 55 48.59                                                                         | 9
J103928.1+053612|10 39 28.198|+05 36 12.58| 1.66|            |            |231204|                                                                                                                        | 9
J104148.1+523334|10 41 48.169|+52 33 34.37| 0.86|            |            |233803|mg wat? estimated core at (J2000) 10 41 47.134  +52 33 39.08                                                            | 9
J104434.7+144202|10 44 34.767|+14 42 02.98| 1.44|            |            |236795|sz?                                                                                                                     | 9
J104646.8+121041|10 46 46.862|+12 10 41.92| 0.46|            |            |239251|nat                                                                                                                     | 9
J104914.0+005945|10 49 14.041|+00 59 45.00| 1.26|            |            |241922|nat/wat w dl hook wiggle, core id ambiguous                                                                             | 9
J105305.4+312557|10 53 05.423|+31 25 57.83| 1.52|            |            |246285|core at (J2000) 10 53 04.699  +31 26 01.13                                                                              | 9
J105451.7+074006|10 54 51.783|+07 40 06.24| 2.54|            |            |248164|td? beads core id ambiguous                                                                                             | 9
J105706.2+532608|10 57 06.233|+53 26 08.08| 1.54|            |            |250675|                                                                                                                        | 9
J110313.4+063615|11 03 13.487|+06 36 15.24| 1.99|            |            |257103|                                                                                                                        | 9
J110338.4+024930|11 03 38.444|+02 49 30.45| 0.91|            |            |257612|                                                                                                                        | 9
J110532.3+231711|11 05 32.337|+23 17 11.75| 0.62|            |            |259705|                                                                                                                        | 9
J110730.8+121650|11 07 30.856|+12 16 50.27| 1.28|            |            |262003|                                                                                                                        | 9
J111402.5+365839|11 14 02.507|+36 58 39.99| 1.31|            |            |269443|                                                                                                                        | 9
J111943.5+580834|11 19 43.509|+58 08 34.97| 0.63|            |            |275659|mg                                                                                                                      | 9
J112052.1+161127|11 20 52.148|+16 11 27.01| 1.81|            |            |276847|                                                                                                                        | 9
J112319.1+475756|11 23 19.185|+47 57 56.64| 0.90|            |            |279522|                                                                                                                        | 9
J113931.7+603315|11 39 31.719|+60 33 15.68| 0.54|            |            |297554|sz                                                                                                                      | 9
J114127.1+080222|11 41 27.192|+08 02 22.39| 1.56|            |            |299676|sz? wat?                                                                                                                | 9
J115055.2+404627|11 50 55.207|+40 46 27.59| 0.49|            |            |310302|                                                                                                                        | 9
J115146.9+042221|11 51 46.940|+04 22 21.57| 1.80|            |            |311231|nat                                                                                                                     | 9
J115317.7+234111|11 53 17.757|+23 41 11.60| 0.47|            |            |312993|dl?                                                                                                                     | 9
J115406.3+302130|11 54 06.351|+30 21 30.15| 1.29|            |            |313887|                                                                                                                        | 9
J115820.0+262111|11 58 20.038|+26 21 11.34| 4.19|            |            |318543|int, nearby large radio galaxy with apparent double core                                                                | 9
J115832.3+262509|11 58 32.357|+26 25 09.64| 6.00|            |            |318903|apparent double core, linking groups= 318795 319058                                                                     | 9
J120141.4+225640|12 01 41.498|+22 56 40.30| 1.62|            |            |322308|                                                                                                                        | 9
J120436.1+075706|12 04 36.164|+07 57 06.00| 0.65|            |            |325633|                                                                                                                        | 9
J120603.5+162633|12 06 03.589|+16 26 33.02| 1.23|            |            |327213|sz? nat?                                                                                                                | 9
J120821.8+222002|12 08 21.857|+22 20 02.40| 1.82|            |            |329716|                                                                                                                        | 9
J120856.8+082137|12 08 56.813|+08 21 37.49| 1.71|            |            |330356|sz? x                                                                                                                   | 9
J121306.9+134318|12 13 06.941|+13 43 18.33| 0.66|            |            |335075|sz rc? low level int                                                                                                    | 9
J121446.5+510704|12 14 46.571|+51 07 04.54| 0.43|            |            |336993|sz?                                                                                                                     | 9
J122425.9+020311|12 24 25.922|+02 03 11.96| 1.34|            |            |347565|dl catalog missed jet                                                                                                   | 9
J122439.3+235856|12 24 39.354|+23 58 56.34| 1.48|            |            |347803|catalog missed lobe?                                                                                                    | 9
J123021.9+104601|12 30 21.939|+10 46 01.23| 0.82|            |            |353931|core id ambiguous                                                                                                       | 9
J123336.4-041241|12 33 36.436|-04 12 41.06| 0.86|            |            |357325|                                                                                                                        | 9
J123424.7+575330|12 34 24.767|+57 53 30.04| 0.99|            |            |358201|mg irr dl? int                                                                                                          | 9
J123821.4+160244|12 38 21.422|+16 02 44.13| 1.92|            |            |362557|sz dl                                                                                                                   | 9
J124012.5+533436|12 40 12.594|+53 34 36.28| 2.64|            |            |364488|td? x? int                                                                                                              | 9
J124013.6+212233|12 40 13.663|+21 22 33.12| 2.02|            |            |364591|wat? sz?                                                                                                                | 9
J124237.9+424404|12 42 37.997|+42 44 04.30| 0.64|            |            |367339|rc                                                                                                                      | 9
J124345.1+150814|12 43 45.186|+15 08 14.91| 0.79|            |            |368521|mg ppd quint int                                                                                                        | 9
J124608.5+384837|12 46 08.539|+38 48 37.36| 0.88|            |            |371004|                                                                                                                        | 9
J124804.1+172551|12 48 04.106|+17 25 51.50| 0.84|            |            |373197|sz w? dl                                                                                                                | 9
J124804.2-030110|12 48 04.255|-03 01 10.65| 1.03|            |            |373211|                                                                                                                        | 9
J124835.8+594223|12 48 35.871|+59 42 23.03| 0.76|            |            |373740|sz?                                                                                                                     | 9
J124842.9+202247|12 48 42.998|+20 22 47.27| 0.94|            |            |373906|                                                                                                                        | 9
J125554.5+440524|12 55 54.590|+44 05 24.13| 0.60|            |            |381690|sz hook ring-lobe                                                                                                       | 9
J125822.8+111043|12 58 22.807|+11 10 43.63| 0.41|            |            |384424|nat                                                                                                                     | 9
J130600.8+192248|13 06 00.851|+19 22 48.21| 1.36|            |            |392870|sz?                                                                                                                     | 9
J130810.4+395504|13 08 10.491|+39 55 04.92| 0.91|            |            |395334|dl core id ambiguous                                                                                                    | 9
J131943.4+050237|13 19 43.496|+05 02 37.51| 0.56|            |            |408169|sz dl                                                                                                                   | 9
J132511.3+573600|13 25 11.320|+57 36 00.15| 0.58|            |            |414063|sz dl                                                                                                                   | 9
J132613.7+192424|13 26 13.771|+19 24 24.97| 0.85|            |            |415273|sz dl?                                                                                                                  | 9
J132759.2+494626|13 27 59.276|+49 46 26.79| 0.66|            |            |417115|sz                                                                                                                      | 9
J132848.5+275228|13 28 48.567|+27 52 28.16| 2.85|            |            |418007|mg sz dl, core id ambiguous                                                                                             | 9
J133224.7+182101|13 32 24.727|+18 21 01.11| 0.58|            |            |421885|sz                                                                                                                      | 9
J133534.5+204225|13 35 34.521|+20 42 25.31| 1.35|            |            |425357|sz?                                                                                                                     | 9
J133541.0+535219|13 35 41.000|+53 52 19.52| 0.39|            |            |425502|nat/wat                                                                                                                 | 9
J133903.6+281237|13 39 03.699|+28 12 37.72| 0.87|            |            |429241|sz                                                                                                                      | 9
J133906.7-063703|13 39 06.742|-06 37 03.60| 0.54|            |            |429320|sz                                                                                                                      | 9
J133913.1+102443|13 39 13.104|+10 24 43.38| 0.84|            |            |429420|sz                                                                                                                      | 9
J133947.1+375650|13 39 47.156|+37 56 50.13| 0.64|            |            |430058|sz                                                                                                                      | 9
J134220.5+022524|13 42 20.504|+02 25 24.20| 0.85|            |            |432890|sz?                                                                                                                     | 9
J134238.8+064314|13 42 38.889|+06 43 14.13| 1.27|            |            |433275|b wat? dl?                                                                                                              | 9
J134251.7+064230|13 42 51.703|+06 42 30.69| 0.90|            |            |433517|sz                                                                                                                      | 9
J134300.4+462731|13 43 00.471|+46 27 31.22| 2.20|            |            |433684|sz? wat?                                                                                                                | 9
J134331.4+630658|13 43 31.436|+63 06 58.56| 1.28|            |            |434247|                                                                                                                        | 9
J134415.9+331720|13 44 15.935|+33 17 20.51| 2.40|            |            |435058|mg core at (J2000) 13 44 15.694  +33 17 17.18                                                                           | 9
J134447.1-003011|13 44 47.156|-00 30 11.48| 1.61|            |            |435614|                                                                                                                        | 9
J134918.7-014926|13 49 18.701|-01 49 26.33| 0.93|            |            |440692|wat?                                                                                                                    | 9
J135100.8+251903|13 51 00.836|+25 19 03.95| 1.07|            |            |442620|dl?                                                                                                                     | 9
J135110.7+072847|13 51 10.763|+07 28 47.85| 6.40|            |            |442787|mg sz? td? int low level, perhaps even larger                                                                           | 9
J135222.8-032520|13 52 22.885|-03 25 20.73| 1.46|            |            |444106|sz dl                                                                                                                   | 9
J135526.1+352547|13 55 26.147|+35 25 47.16| 0.54|            |            |447490|rc                                                                                                                      | 9
J135710.6+340737|13 57 10.698|+34 07 37.97| 1.32|            |            |449341|                                                                                                                        | 9
J140006.7+073659|14 00 06.732|+07 36 59.87| 1.03|            |            |452637|sz?                                                                                                                     | 9
J140217.5+610531|14 02 17.554|+61 05 31.09| 0.99|            |            |455098|                                                                                                                        | 9
J140409.5+562224|14 04 09.544|+56 22 24.89| 0.98|            |            |457174|sz?                                                                                                                     | 9
J140656.3+550402|14 06 56.349|+55 04 02.76| 1.18|            |            |460202|wat                                                                                                                     | 9
J140718.4+513204|14 07 18.442|+51 32 04.67| 2.79|            |            |460552|sz? x? ring-lobe? int                                                                                                   | 9
J141057.9+374918|14 10 57.934|+37 49 18.01| 0.73|            |            |464769|sz                                                                                                                      | 9
J141250.5+230129|14 12 50.520|+23 01 29.20| 0.77|            |            |466825|sz dl                                                                                                                   | 9
J141314.3+074137|14 13 14.320|+07 41 37.84| 0.79|            |            |467252|                                                                                                                        | 9
J141755.3+250808|14 17 55.356|+25 08 08.31| 1.98|            |            |472365|sz?                                                                                                                     | 9
J142037.7+355248|14 20 37.725|+35 52 48.13| 0.94|            |            |475398|sz?                                                                                                                     | 9
J142141.2-074337|14 21 41.232|-07 43 37.19| 0.63|            |            |476590|wat                                                                                                                     | 9
J142321.0+244815|14 23 21.052|+24 48 15.31| 1.05|            |            |478346|sz? asym                                                                                                                | 9
J142511.9-045644|14 25 11.972|-04 56 44.15| 0.90|            |            |480374|sz                                                                                                                      | 9
J142842.9+241054|14 28 42.970|+24 10 54.61| 1.51|            |            |484264|                                                                                                                        | 9
J143017.4+521730|14 30 17.437|+52 17 30.67| 0.62|            |            |486058|sz dl x? butterfly int, core id ambiguous                                                                               | 9
J143103.4+053814|14 31 03.452|+05 38 14.07| 1.38|            |            |486832|                                                                                                                        | 9
J143149.1+192256|14 31 49.133|+19 22 56.50| 0.62|            |            |487775|sz                                                                                                                      | 9
J143224.4-050724|14 32 24.441|-05 07 24.56| 1.38|            |            |488382|sz?                                                                                                                     | 9
J143240.7+263451|14 32 40.753|+26 34 51.31| 0.70|            |            |488729|sz?                                                                                                                     | 9
J143243.5+443621|14 32 43.513|+44 36 21.42| 1.16|            |            |488756|sz?  wat?                                                                                                               | 9
J143413.4+204614|14 34 13.404|+20 46 14.70| 0.79|            |            |490401|                                                                                                                        | 9
J143421.5+044140|14 34 21.543|+04 41 40.63| 0.73|            |            |490574|sz? dl?                                                                                                                 | 9
J143715.7+244542|14 37 15.707|+24 45 42.36| 2.32|            |            |493744|nat? sz?                                                                                                                | 9
J143934.0+531442|14 39 34.067|+53 14 42.07| 0.72|            |            |496404|sz? wat??                                                                                                               | 9
J143957.9+282419|14 39 57.957|+28 24 19.88| 1.35|            |            |496872|sz                                                                                                                      | 9
J144439.5+381718|14 44 39.586|+38 17 18.60| 1.22|            |            |501966|                                                                                                                        | 9
J144532.4-062611|14 45 32.407|-06 26 11.17| 1.02|            |            |503027|sz? dl                                                                                                                  | 9
J144636.8+004702|14 46 36.865|+00 47 02.55| 0.78|            |            |504289|sz?                                                                                                                     | 9
J144801.8+295434|14 48 01.855|+29 54 34.16| 0.74|            |            |505822|mg sz? dl? x irr                                                                                                        | 9
J144848.7+035725|14 48 48.796|+03 57 25.13| 1.48|            |            |506672|sz?                                                                                                                     | 9
J144859.6+492341|14 48 59.669|+49 23 41.48| 0.87|            |            |506857|sz                                                                                                                      | 9
J145027.4-060733|14 50 27.453|-06 07 33.27| 0.85|            |            |508565|                                                                                                                        | 9
J145049.5+000125|14 50 49.541|+00 01 25.54| 0.98|            |            |508980|sz?                                                                                                                     | 9
J145055.1-031555|14 50 55.114|-03 15 55.92| 0.84|            |            |509063|sz                                                                                                                      | 9
J145305.6+210835|14 53 05.697|+21 08 35.48| 1.27|            |            |511504|sz? dl? wat?                                                                                                            | 9
J145859.9+275401|14 58 59.929|+27 54 01.90| 0.29|            |            |518112|b arc?                                                                                                                  | 9
J145911.0+383637|14 59 11.015|+38 36 37.30| 0.50|            |            |518317|sz?                                                                                                                     | 9
J145936.6+165526|14 59 36.697|+16 55 26.30| 1.43|            |            |518751|sz                                                                                                                      | 9
J150003.8+132744|15 00 03.857|+13 27 44.53| 1.91|            |            |519254|nat? sz?  beautiful                                                                                                     | 9
J150055.2+154240|15 00 55.268|+15 42 40.06| 1.49|            |            |520204|                                                                                                                        | 9
J150117.0+545517|15 01 17.088|+54 55 17.04| 0.84|            |            |520648|ring-lobe catalog missed lobe                                                                                           | 9
J150121.2+401211|15 01 21.277|+40 12 11.85| 1.39|            |            |520706|                                                                                                                        | 9
J150312.1+115434|15 03 12.193|+11 54 34.79| 1.43|            |            |522852|sz                                                                                                                      | 9
J151056.2+054441|15 10 56.220|+05 44 41.65| 0.61|            |            |531415|wat/nat sz? 1508+059                                                                                                    | 9
J151109.3+565052|15 11 09.310|+56 50 52.05| 0.74|            |            |531644|sz dl                                                                                                                   | 9
J151126.1+363335|15 11 26.128|+36 33 35.12| 1.05|            |            |531936|sz w?                                                                                                                   | 9
J152105.9+521438|15 21 05.941|+52 14 38.83| 1.04|            |            |542536|sz?                                                                                                                     | 9
J152510.4+125308|15 25 10.416|+12 53 08.46| 1.76|            |            |547071|int core id ambiguous                                                                                                   | 9
J152736.9+182238|15 27 36.971|+18 22 38.28| 1.43|            |            |549770|sz? wat? catalog missed apparent core                                                                                   | 9
J153008.2+231617|15 30 08.259|+23 16 17.92| 1.68|            |            |552468|nat? catalog missed jet? core id ambiguous                                                                              | 9
J153058.2-070331|15 30 58.204|-07 03 31.72| 1.46|            |            |553485|sz? dl                                                                                                                  | 9
J153440.0+055613|15 34 40.053|+05 56 13.87| 0.75|            |            |557533|sz                                                                                                                      | 9
J153841.3-024206|15 38 41.304|-02 42 06.24| 1.32|            |            |562013|sz?                                                                                                                     | 9
J154013.9+312123|15 40 13.996|+31 21 23.48| 0.61|            |            |563655|sz?                                                                                                                     | 9
J154028.9+492501|15 40 28.917|+49 25 01.33| 1.59|            |            |563938|w? sz?                                                                                                                  | 9
J154048.7+013205|15 40 48.795|+01 32 05.83| 1.54|            |            |564252|sz?                                                                                                                     | 9
J154057.2+634417|15 40 57.210|+63 44 17.40| 1.16|            |            |564408|sz dl                                                                                                                   | 9
J154517.2+504751|15 45 17.286|+50 47 51.99| 1.09|            |            |569091|                                                                                                                        | 9
J154537.3-033044|15 45 37.360|-03 30 44.81| 0.97|            |            |569508|td?                                                                                                                     | 9
J154635.7+084424|15 46 35.700|+08 44 24.08| 0.81|            |            |570586|sz?                                                                                                                     | 9
J154709.5-004638|15 47 09.583|-00 46 38.05| 0.85|            |            |571217|wat                                                                                                                     | 9
J154806.4+363346|15 48 06.499|+36 33 46.41| 1.37|            |            |572196|sz? wat?                                                                                                                | 9
J155005.0+224603|15 50 05.042|+22 46 03.03| 1.07|            |            |574298|sz                                                                                                                      | 9
J155116.8+265426|15 51 16.867|+26 54 26.67| 1.36|            |            |575514|sz?                                                                                                                     | 9
J155402.0+323332|15 54 02.090|+32 33 32.21| 0.95|            |            |578317|mg sz int                                                                                                               | 9
J155749.8+161834|15 57 49.817|+16 18 34.93| 0.46|            |            |582182|                                                                                                                        | 9
J155834.5+075954|15 58 34.528|+07 59 54.13| 2.76|            |            |583021|w                                                                                                                       | 9
J160058.7+130652|16 00 58.793|+13 06 52.66| 0.84|            |            |585490|sz?                                                                                                                     | 9
J160130.3+342311|16 01 30.355|+34 23 11.26| 1.08|            |            |585949|sz? b?                                                                                                                  | 9
J160424.7+270314|16 04 24.733|+27 03 14.91| 0.95|            |            |588871|                                                                                                                        | 9
J160513.7+071138|16 05 13.734|+07 11 38.95| 2.71|            |            |589736|int                                                                                                                     | 9
J160719.1+062544|16 07 19.193|+06 25 44.53| 1.53|            |            |591790|x                                                                                                                       | 9
J160821.2+282843|16 08 21.221|+28 28 43.25| 1.30|            |            |592824|sz                                                                                                                      | 9
J161115.0+101712|16 11 15.032|+10 17 12.05| 0.70|            |            |595656|ring-lobe                                                                                                               | 9
J161310.0+292925|16 13 10.089|+29 29 25.13| 0.40|            |            |597475|sz                                                                                                                      | 9
J161321.0+520304|16 13 21.023|+52 03 04.21| 0.57|            |            |597665|sz                                                                                                                      | 9
J161449.7+321055|16 14 49.710|+32 10 55.31| 1.00|            |            |599007|sz                                                                                                                      | 9
J161453.0+024059|16 14 53.065|+02 40 59.95| 0.57|            |            |599072|sz                                                                                                                      | 9
J161543.1+124544|16 15 43.161|+12 45 44.89| 1.40|            |            |599861|sz                                                                                                                      | 9
J161646.1+280953|16 16 46.110|+28 09 53.25| 1.14|            |            |600809|td?                                                                                                                     | 9
J161757.2+545118|16 17 57.295|+54 51 18.11| 0.87|            |            |601930|sz dl?                                                                                                                  | 9
